No,customerID,CheckingAccount,SavingAccount,CertificatesofDeposit,Mortgages,Loans,CreditCard,DebitCard,CreditScore,TotalRelationshipCount,ContactsCount12month,TotalTransactionCount,CustomerSince,Churn
5595,0027-KWYKW,Yes,Yes,No,No,No,Standart,Platinum,328,4,0,348,1/1/2010,No
6219,8821-KVZKQ,No,Yes,No,Yes,Yes,Premium,Premium,839,5,0,809,12/28/2009,No
1581,7108-DGVUU,Yes,Yes,No,Yes,Yes,Premium,Premium,803,6,3,274,12/25/2009,No
910,0835-JKADZ,Yes,Yes,No,Yes,Yes,Standart,Standart,721,6,2,266,12/20/2009,No
3701,5616-PRTNT,Yes,No,No,Yes,Yes,Standart,Premium,626,5,0,125,12/19/2009,Yes
4420,1045-LTCYT,Yes,No,No,Yes,No ,Premium,No,759,4,0,447,12/19/2009,No
3643,2107-FBPTK,Yes,Yes,No,Yes,Yes,Standart,Gold,828,6,4,429,12/17/2009,No
2482,6614-YWYSC,Yes,Yes,No,Yes,No ,Premium,Standart,820,6,2,643,12/13/2009,No
5829,0402-OAMEN,Yes,Yes,No,Yes,No ,Premium,Standart,841,6,1,992,12/11/2009,No
5831,6754-WKSHP,Yes,Yes,No,Yes,No ,Premium,Premium,824,6,0,605,12/9/2009,No
3884,8104-OSKWT,Yes,Yes,Yes,No,No,Standart,Platinum,673,5,3,358,12/8/2009,No
5246,5902-WBLSE,Yes,No,No,Yes,Yes,Premium,Standart,844,5,0,567,12/7/2009,No
6159,3845-FXCYS,Yes,No,No,Yes,Yes,Standart,Standart,756,5,1,867,12/5/2009,No
4855,1337-BOZWO,No,Yes,No,Yes,Yes,Premium,Premium,795,5,0,674,12/2/2009,No
849,9778-OGKQZ,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,474,7,3,291,11/29/2009,No
103,7123-WQUHX,Yes,Yes,No,No,Yes,Premium,Premium,776,5,4,249,11/28/2009,No
5802,8695-ARGXZ,Yes,Yes,No,No,No,Standart,Gold,565,4,3,643,11/26/2009,No
2502,6585-WCEWR,Yes,No,No,Yes,No ,Standart,Standart,695,5,1,644,11/25/2009,No
2620,3336-JORSO,Yes,Yes,No,Yes,Yes,Standart,Gold,800,6,1,815,11/24/2009,Yes
6692,8292-FRFZQ,No,Yes,Yes,Yes,No,Premium,Premium,634,5,0,151,11/22/2009,No
3378,2696-RZVZW,Yes,Yes,No,Yes,No ,Premium,Standart,813,6,2,963,11/20/2009,No
3734,0191-EQUUH,No,Yes,Yes,No,No,Premium,Standart,817,4,1,874,11/20/2009,No
757,5730-DBDSI,Yes,No,No,Yes,No ,Premium,Standart,676,5,2,759,11/18/2009,No
5064,3744-ZRRDZ,Yes,Yes,No,Yes,No,Standart,Platinum,809,5,2,444,11/16/2009,Yes
2425,5236-PERKL,Yes,Yes,Yes,Yes,Yes,Premium,Standart,749,7,0,723,11/13/2009,Yes
3717,6688-UZPWD,Yes,Yes,No,Yes,No,Standart,Platinum,796,5,1,223,11/8/2009,Yes
4408,1850-AKQEP,Yes,No,No,Yes,No ,Gold,No,580,4,2,510,11/7/2009,No
787,4992-LTJNE,Yes,Yes,Yes,No,No,Premium,Standart,791,5,2,313,11/4/2009,No
1786,1568-LJSZU,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,403,7,1,808,10/29/2009,No
6297,4023-RTIQM,No,Yes,Yes,Yes,Yes,Platinum,Premium,787,6,3,872,10/29/2009,No
5967,8019-ENHXU,Yes,Yes,No,Yes,Yes,Standart,Gold,829,6,1,255,10/26/2009,Yes
195,2146-EGVDT,Yes,No,No,Yes,No ,Premium,Standart,687,5,1,427,10/24/2009,No
3440,0917-EZOLA,Yes,Yes,No,Yes,Yes,Premium,Standart,804,6,1,970,10/23/2009,Yes
4960,7853-GVUDZ,Yes,No,No,Yes,Yes,Premium,Standart,697,5,2,519,10/22/2009,Yes
3364,3474-BAFSJ,No,Yes,No,Yes,Yes,Premium,Standart,610,5,1,672,10/20/2009,No
4609,0813-TAXXS,Yes,Yes,No,No,Yes,Premium,Standart,776,5,4,799,10/19/2009,No
5942,2908-ZTPNF,No,Yes,No,Yes,No,Premium,Platinum,679,4,0,627,10/18/2009,No
2178,2878-RMWXY,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,330,7,3,971,10/17/2009,No
5732,4936-YPJNK,Yes,No,No,Yes,Yes,Gold,Standart,600,5,0,809,10/17/2009,No
1009,8818-XYFCQ,Yes,Yes,Yes,No,No,Platinum,Gold,797,5,1,283,10/16/2009,Yes
529,7601-GNDYK,Yes,No,No,Yes,No ,Gold,Standart,834,5,3,271,10/7/2009,No
592,5512-IDZEI,Yes,Yes,No,Yes,No ,Standart,Premium,527,6,1,265,10/4/2009,No
4338,2674-MLXMN,Yes,Yes,No,Yes,No,Platinum,Gold,605,5,1,971,10/2/2009,No
4994,5360-XGYAZ,No,Yes,Yes,Yes,Yes,Premium,Standart,832,6,0,908,9/26/2009,No
793,5726-CVNYA,Yes,No,No,Yes,Yes,Gold,Standart,601,5,1,415,9/22/2009,No
4167,5917-RYRMG,Yes,No,No,Yes,No ,Premium,Premium,803,5,3,465,9/20/2009,No
3712,4877-TSOFF,Yes,Yes,Yes,Yes,No,Premium,Premium,813,6,2,249,9/19/2009,No
240,9227-UAQFT,Yes,No,No,Yes,No ,Gold,Standart,708,5,0,951,9/18/2009,No
1221,0872-JCPIB,Yes,Yes,Yes,No,No,Premium,No,623,4,2,265,9/11/2009,No
3813,8573-JGCZW,Yes,No,No,Yes,Yes,Premium,Premium,748,5,1,750,9/11/2009,No
319,2840-XANRC,Yes,No,No,No,Yes,Standart,Gold,779,4,2,225,9/10/2009,Yes
4430,3486-HOOGQ,Yes,Yes,Yes,Yes,Yes,Premium,Standart,799,7,1,755,9/10/2009,No
919,6103-BOCOU,Yes,Yes,No,No,Yes,Standart,Gold,649,5,2,270,9/4/2009,No
5532,2137-DQMEV,No,Yes,Yes,Yes,No,Gold,Premium,551,5,3,674,9/4/2009,No
3745,9040-KZVWO,Yes,No,No,Yes,No,Premium,Premium,699,4,0,700,9/3/2009,No
5744,2384-OVPSA,Yes,No,No,Yes,No ,Gold,Standart,619,5,2,804,9/2/2009,No
2968,7663-CUXZB,Yes,Yes,Yes,Yes,Yes,Standart,Standart,556,7,3,350,8/31/2009,No
4744,6681-ZSEXG,Yes,Yes,No,Yes,Yes,Platinum,Standart,725,6,1,953,8/29/2009,No
2480,1088-AUUZZ,Yes,Yes,Yes,Yes,No,Platinum,Standart,808,6,0,584,8/22/2009,No
4084,0324-BRPCJ,Yes,Yes,No,Yes,No,Standart,Gold,828,5,0,937,8/19/2009,Yes
3144,5924-IFQTT,Yes,Yes,No,Yes,Yes,Standart,Platinum,736,6,3,212,8/18/2009,No
61,0434-CSFON,Yes,Yes,No,No,Yes,Standart,Gold,806,5,1,275,8/17/2009,No
6896,5126-RCXYW,No,Yes,No,No,Yes,Premium,Standart,522,4,0,663,8/17/2009,No
514,8677-HDZEE,Yes,Yes,No,Yes,No,Premium,Gold,725,5,0,257,8/16/2009,No
1251,6766-HFKLA,Yes,Yes,No,No,Yes,Premium,Standart,762,5,2,242,8/16/2009,No
5249,3239-TPHPZ,Yes,No,No,Yes,Yes,Standart,Standart,608,5,3,878,8/14/2009,No
6559,4488-PSYCG,Yes,No,No,Yes,No ,Premium,No,540,4,1,732,8/14/2009,Yes
4147,9821-POOTN,Yes,Yes,No,No,No,Standart,Gold,577,4,0,437,8/13/2009,Yes
4714,7544-ZVIKX,Yes,Yes,No,No,Yes,Premium,Premium,748,5,3,947,8/13/2009,No
4570,7639-SUPCW,Yes,No,Yes,No,No,Premium,Platinum,528,4,1,326,8/10/2009,Yes
5721,2325-WINES,Yes,Yes,No,Yes,Yes,Platinum,Premium,809,6,3,670,8/8/2009,No
2139,6288-CHQJB,Yes,No,Yes,No,Yes,Premium,Standart,715,5,4,464,8/7/2009,No
2998,1891-FZYSA,Yes,Yes,No,Yes,No,Standart,Gold,666,5,0,644,8/7/2009,Yes
3257,7711-YIJWC,Yes,No,Yes,Yes,Yes,Premium,Premium,809,6,3,756,8/4/2009,No
5713,8204-TIFGJ,Yes,No,No,Yes,Yes,Premium,Premium,717,5,3,859,8/3/2009,No
1017,7649-SIJJF,Yes,Yes,Yes,Yes,Yes,No,Standart,785,6,2,987,7/20/2009,No
4176,6248-BSHKG,Yes,No,No,Yes,No ,Gold,Premium,485,5,2,497,7/20/2009,No
4210,4385-ZKVNW,Yes,No,No,Yes,No,Premium,Gold,539,4,1,848,7/14/2009,No
5726,9648-BCHKM,Yes,Yes,No,Yes,Yes,Premium,Standart,840,6,1,169,7/12/2009,No
3289,1843-TLSGD,Yes,No,No,Yes,No ,Gold,Standart,641,5,3,782,7/11/2009,No
2938,5312-IRCFR,Yes,Yes,No,Yes,Yes,Standart,Premium,453,6,1,711,7/9/2009,No
6800,8071-SBTRN,Yes,Yes,Yes,Yes,Yes,No,Standart,802,6,3,377,7/9/2009,No
5642,7452-FOLON,Yes,Yes,No,Yes,No ,Premium,Premium,812,6,4,761,7/8/2009,No
6099,4700-UBQMV,Yes,Yes,Yes,No,No,Premium,Premium,709,5,4,819,7/4/2009,No
137,7850-VWJUU,Yes,No,Yes,No,No,Premium,Platinum,513,4,1,228,6/29/2009,No
5178,3672-YITQD,Yes,Yes,No,No,No,Standart,Gold,554,4,1,622,6/26/2009,Yes
1578,9254-RBFON,Yes,No,No,No,Yes,Premium,Premium,640,4,1,207,6/22/2009,Yes
6260,2661-GKBTK,Yes,No,No,Yes,No,Premium,Standart,745,4,2,452,6/20/2009,No
991,1206-EHBDD,Yes,No,Yes,No,Yes,Premium,Standart,692,5,3,270,6/17/2009,No
2934,5220-AGAAX,Yes,Yes,No,Yes,Yes,Premium,Standart,816,6,1,995,6/9/2009,No
4914,4994-OBRSZ,Yes,No,Yes,Yes,Yes,Premium,Standart,830,6,2,417,6/8/2009,No
368,7302-ZHMHP,Yes,No,No,Yes,No ,Gold,No,521,4,0,258,6/7/2009,No
2366,7268-IGMFD,Yes,Yes,No,No,Yes,Premium,No,518,4,2,305,6/6/2009,No
4973,1987-AUELQ,Yes,Yes,No,Yes,No ,Premium,Standart,829,6,0,960,6/2/2009,No
6987,3976-BWUCK,Yes,Yes,No,Yes,No,Platinum,Gold,757,5,0,171,5/30/2009,Yes
653,5845-BZZIB,Yes,No,No,Yes,No ,Gold,Standart,759,5,1,237,5/28/2009,No
1294,3022-BEXHZ,Yes,Yes,No,Yes,Yes,Premium,Standart,848,6,4,280,5/22/2009,No
6736,6365-HITVU,Yes,No,Yes,Yes,Yes,Platinum,Standart,715,6,4,823,5/22/2009,No
3132,8336-TAVKX,Yes,Yes,Yes,Yes,Yes,Premium,Standart,504,7,3,551,5/19/2009,No
5051,7762-URZQH,Yes,Yes,Yes,No,Yes,Platinum,Standart,820,6,0,445,5/19/2009,Yes
3753,0412-UCCNP,Yes,No,Yes,No,Yes,Standart,Standart,634,5,1,316,5/18/2009,No
1535,7876-DNYAP,Yes,No,No,Yes,No ,Premium,Standart,719,5,2,235,5/16/2009,No
1612,1971-DTCZB,Yes,Yes,Yes,Yes,Yes,Premium,Standart,632,7,0,268,5/14/2009,No
875,4713-ZBURT,Yes,Yes,No,No,Yes,Premium,Standart,823,5,3,209,5/13/2009,No
6487,2100-BDNSN,Yes,Yes,No,No,Yes,Premium,No,681,4,0,238,5/13/2009,Yes
3174,9766-HGEDE,Yes,No,No,Yes,No ,Gold,Premium,459,5,2,810,5/11/2009,No
2886,7923-IYJWY,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,565,7,0,500,5/10/2009,No
5253,2615-YVMYX,Yes,Yes,Yes,Yes,Yes,Standart,Gold,595,7,1,368,5/6/2009,No
5195,1902-XBTFB,Yes,No,No,Yes,Yes,Standart,Gold,644,5,1,969,5/3/2009,Yes
1664,5364-XYIRR,Yes,Yes,No,No,No,Standart,Gold,691,4,0,239,5/1/2009,Yes
6405,1428-IEDPR,Yes,Yes,Yes,No,Yes,Standart,Standart,754,6,0,680,5/1/2009,No
4194,2428-ZMCTB,Yes,No,No,Yes,No ,Premium,No,560,4,1,776,4/30/2009,No
2716,0484-JPBRU,Yes,Yes,No,Yes,Yes,Premium,Platinum,816,6,1,351,4/28/2009,No
3451,0100-DUVFC,Yes,Yes,No,Yes,Yes,Standart,Premium,333,6,0,397,4/27/2009,No
6698,8080-POTJR,Yes,Yes,Yes,No,Yes,Platinum,Premium,733,6,3,844,4/24/2009,No
1387,8060-HIWJJ,Yes,Yes,No,Yes,Yes,Platinum,Standart,838,6,2,269,4/23/2009,No
6665,4480-MBMLB,Yes,Yes,No,Yes,Yes,Premium,Premium,836,6,2,191,4/23/2009,No
2750,9086-YJYXS,Yes,Yes,No,No,Yes,Premium,Premium,750,5,2,473,4/21/2009,No
4245,9975-GPKZU,Yes,No,No,Yes,No ,Premium,Standart,790,5,4,910,4/21/2009,No
5803,3570-YUEKJ,Yes,No,No,Yes,No,Standart,Gold,709,4,2,730,4/14/2009,No
6705,9912-OMZDS,Yes,Yes,No,Yes,Yes,Standart,Premium,392,6,3,559,4/11/2009,No
2711,3594-BDSOA,Yes,No,No,Yes,No ,Premium,Premium,748,5,2,817,4/4/2009,No
3134,3181-VTHOE,No,Yes,No,Yes,Yes,Premium,Premium,736,5,2,406,3/30/2009,No
4075,0946-CLJTI,Yes,Yes,No,No,Yes,Standart,Gold,807,5,2,410,3/29/2009,Yes
3569,2227-JRSJX,Yes,No,No,Yes,No,Premium,Platinum,849,4,1,374,3/26/2009,No
4573,6377-WHAOX,Yes,Yes,No,Yes,Yes,Standart,Gold,805,6,1,855,3/26/2009,No
1378,3071-MVJCD,Yes,Yes,Yes,Yes,Yes,Premium,Standart,683,7,3,241,3/18/2009,No
6974,9972-VAFJJ,Yes,No,No,Yes,Yes,Standart,Premium,663,5,1,276,3/18/2009,No
213,7157-SMCFK,Yes,No,No,Yes,No ,Gold,Standart,601,5,1,404,3/14/2009,No
5103,9070-BCKQP,Yes,Yes,Yes,No,Yes,Platinum,Standart,849,6,0,571,3/14/2009,No
1161,6242-MBHPK,Yes,No,Yes,No,No,Standart,Gold,652,4,1,994,3/13/2009,No
6526,2400-FEQME,Yes,No,No,Yes,No ,Gold,Standart,679,5,1,996,3/12/2009,No
5142,0303-WMMRN,Yes,No,No,Yes,Yes,Gold,Standart,758,5,4,703,3/10/2009,No
5579,8215-NGSPE,Yes,No,No,Yes,No ,Gold,Standart,831,5,2,373,3/10/2009,No
1840,9350-ZXYJC,Yes,Yes,No,Yes,Yes,Premium,Standart,819,6,0,216,3/9/2009,No
4416,0420-TXVSG,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,491,7,0,820,3/8/2009,No
2832,2454-RPBRZ,Yes,Yes,No,Yes,Yes,Standart,Platinum,755,6,0,826,3/4/2009,Yes
2865,1564-HJUVY,Yes,No,No,Yes,No,Premium,Premium,774,4,2,374,3/2/2009,No
4731,7813-ZGGAW,Yes,Yes,No,No,Yes,Premium,Gold,716,5,3,392,3/2/2009,No
307,0265-EDXBD,Yes,Yes,No,No,No,Standart,Gold,808,4,1,218,3/1/2009,Yes
2116,8984-HPEMB,Yes,Yes,Yes,Yes,Yes,Standart,Standart,746,7,0,732,2/22/2009,No
585,2393-DIVAI,Yes,No,No,Yes,Yes,Gold,Standart,819,5,2,247,2/21/2009,No
1990,9885-MFVSU,No,Yes,Yes,No,No,Premium,Standart,505,4,1,251,2/16/2009,No
2196,9891-NQDBD,Yes,Yes,No,Yes,No ,Gold,Premium,538,6,3,182,2/15/2009,No
1271,8780-IHCRN,Yes,Yes,No,Yes,No ,Premium,Standart,821,6,1,358,2/6/2009,No
4612,0626-QXNGV,Yes,Yes,No,Yes,Yes,Premium,Standart,809,6,4,531,2/5/2009,No
5716,0363-QJVFX,Yes,Yes,Yes,Yes,No,Platinum,Gold,815,6,0,994,2/1/2009,Yes
6414,7739-LAXOG,Yes,Yes,No,No,Yes,Premium,Gold,835,5,0,209,2/1/2009,Yes
6215,6725-TPKJO,Yes,No,No,Yes,No ,Gold,Standart,615,5,1,990,1/27/2009,No
2788,9838-BFCQT,Yes,Yes,No,Yes,No ,Gold,Standart,402,6,2,838,1/23/2009,No
5828,3161-GETRM,Yes,Yes,No,No,Yes,Platinum,Gold,803,5,0,705,1/22/2009,No
6034,6595-YGXIT,Yes,Yes,No,Yes,No,Standart,Gold,620,5,1,142,1/18/2009,Yes
1461,2952-QAYZF,Yes,Yes,No,Yes,Yes,Standart,Premium,401,6,1,211,1/16/2009,Yes
2081,9919-FZDED,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,371,7,1,225,1/16/2009,No
4306,0559-CKHUS,Yes,No,No,Yes,Yes,Gold,Standart,662,5,1,395,1/16/2009,No
2433,0023-UYUPN,Yes,Yes,No,Yes,No ,Standart,Premium,720,6,3,500,1/15/2009,No
2318,6770-UAYGJ,Yes,Yes,No,Yes,No ,Gold,Standart,367,6,3,735,1/14/2009,No
3054,0960-HUWBM,Yes,Yes,No,No,Yes,Premium,Standart,840,5,2,430,1/14/2009,No
2929,1930-QPBVZ,Yes,No,Yes,Yes,No,Premium,Standart,770,5,3,708,1/13/2009,No
4069,3423-HHXAO,Yes,No,No,Yes,Yes,Gold,Premium,491,5,3,366,1/12/2009,No
5304,9839-ETQOE,No,Yes,Yes,Yes,Yes,Standart,Platinum,753,6,0,363,1/11/2009,No
6447,2205-LPVGL,Yes,Yes,Yes,Yes,No,Premium,Premium,830,6,0,244,1/8/2009,No
1831,7321-KKSDU,Yes,No,No,Yes,No ,Gold,Standart,673,5,0,200,1/6/2009,No
139,6217-KDYWC,Yes,No,No,Yes,Yes,Gold,Standart,683,5,0,215,1/4/2009,No
1848,1098-KFQEC,Yes,No,No,Yes,No ,Premium,Standart,801,5,0,206,12/30/2008,No
2719,7274-CGTOD,No,Yes,Yes,Yes,Yes,Premium,Standart,847,6,4,402,12/28/2008,No
1305,8519-IMDHU,Yes,Yes,No,No,No,Premium,Platinum,662,4,2,282,12/27/2008,Yes
2520,4927-WWOOZ,Yes,Yes,No,No,Yes,Standart,Standart,804,5,1,637,12/23/2008,No
5265,9309-BZGNT,No,Yes,No,No,Yes,Premium,Premium,845,4,1,539,12/19/2008,No
1369,6250-CGGUN,Yes,No,Yes,No,Yes,Standart,Premium,782,5,2,290,12/18/2008,No
1399,3569-EDBPQ,Yes,Yes,Yes,No,No,Standart,Platinum,704,5,0,203,12/17/2008,No
5060,6907-NZZIJ,Yes,Yes,No,Yes,No,Standart,Gold,714,5,1,386,12/17/2008,Yes
808,2798-NYLMZ,Yes,Yes,Yes,No,Yes,Platinum,Standart,743,6,2,472,12/16/2008,No
2645,2011-TRQYE,No,Yes,No,Yes,Yes,Premium,No,758,4,1,707,12/11/2008,Yes
3118,9844-FELAJ,Yes,Yes,No,Yes,Yes,Standart,Premium,815,6,1,263,12/10/2008,No
1940,8267-KFGYD,Yes,No,No,Yes,Yes,Gold,Standart,638,5,0,243,12/9/2008,No
3344,4616-EWBNJ,Yes,No,No,Yes,No ,Premium,Premium,778,5,2,403,12/5/2008,No
2731,1169-SAOCL,Yes,Yes,No,Yes,No,Premium,Premium,706,5,1,315,12/1/2008,No
1024,7460-ITWWP,Yes,No,No,No,Yes,Standart,Gold,830,4,0,231,11/29/2008,No
5991,1472-TNCWL,Yes,No,No,Yes,No,Standart,Gold,671,4,1,145,11/25/2008,No
1882,4524-QCSSM,No,Yes,Yes,Yes,No,Premium,Platinum,672,5,1,850,11/23/2008,No
4029,5574-NXZIU,Yes,No,Yes,Yes,Yes,Platinum,Standart,746,6,4,630,11/21/2008,No
6603,4657-FWVFY,Yes,Yes,No,Yes,Yes,Platinum,Gold,741,6,2,827,11/21/2008,No
4492,7853-WNZSY,Yes,No,No,Yes,Yes,Premium,Standart,842,5,1,613,11/20/2008,No
5830,6933-VLYFX,No,Yes,Yes,No,Yes,Standart,Premium,804,5,1,627,11/20/2008,No
1627,9504-DSHWM,Yes,Yes,Yes,No,No,Premium,No,507,4,2,451,11/19/2008,No
811,2239-JALAW,Yes,Yes,No,Yes,Yes,Premium,Premium,830,6,0,474,11/18/2008,Yes
636,7207-RMRDB,Yes,Yes,No,Yes,Yes,Standart,Gold,815,6,2,751,11/14/2008,Yes
5672,6370-ZVHDV,Yes,Yes,No,Yes,No ,Premium,Standart,823,6,2,328,11/13/2008,No
1512,9972-EWRJS,Yes,No,No,Yes,Yes,Premium,Standart,659,5,0,794,11/11/2008,No
1811,5149-QYTTU,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,607,7,0,824,11/11/2008,No
1712,9964-WBQDJ,Yes,Yes,No,Yes,Yes,Premium,Standart,843,6,1,680,11/9/2008,No
2470,4716-MRVEN,Yes,No,No,Yes,No ,Gold,Premium,346,5,2,876,11/6/2008,No
2057,4138-NAXED,Yes,Yes,No,Yes,No,Premium,No,533,4,0,284,11/5/2008,No
6251,3705-RHRFR,Yes,Yes,Yes,No,No,Premium,Standart,834,5,1,925,11/5/2008,No
680,2826-UWHIS,Yes,Yes,No,Yes,No,Premium,No,583,4,0,298,11/4/2008,No
1716,0386-CWRGM,Yes,No,No,Yes,No ,Gold,Standart,712,5,1,739,11/4/2008,No
4822,9200-NLNPD,No,Yes,No,No,Yes,Premium,Premium,634,4,2,854,11/4/2008,No
1682,4836-WNFNO,Yes,Yes,No,Yes,No ,Premium,Standart,831,6,2,270,11/3/2008,No
2458,5198-EFNBM,Yes,No,No,Yes,Yes,Standart,Premium,770,5,1,827,11/2/2008,No
4302,7729-XBTWX,Yes,No,No,Yes,Yes,Gold,Standart,624,5,2,280,10/30/2008,No
1219,7979-CORPM,Yes,Yes,No,Yes,No,Platinum,Gold,752,5,1,256,10/29/2008,Yes
1092,5832-TRLPB,Yes,No,No,No,Yes,Premium,Premium,798,4,2,252,10/28/2008,No
1613,3092-IGHWF,Yes,Yes,No,Yes,Yes,Standart,Premium,770,6,0,235,10/27/2008,Yes
5167,2252-JHJGE,Yes,Yes,Yes,No,Yes,Standart,Premium,808,6,2,973,10/27/2008,No
1661,1171-TYKUR,Yes,Yes,No,Yes,No ,Standart,No,778,5,2,256,10/22/2008,No
4802,0988-AADSA,Yes,Yes,Yes,Yes,Yes,Premium,Standart,625,7,3,772,10/19/2008,No
2871,1400-WIVLL,Yes,Yes,No,No,Yes,Standart,Standart,666,5,0,894,10/15/2008,No
3047,8715-KKTFG,Yes,Yes,No,No,Yes,Premium,Premium,670,5,1,568,10/15/2008,No
836,4250-WAROZ,Yes,Yes,Yes,Yes,No,Standart,Gold,814,6,3,257,10/14/2008,No
2101,6227-FBDXH,Yes,Yes,No,No,Yes,Premium,Premium,845,5,1,293,10/13/2008,No
512,8535-SFUTN,Yes,Yes,Yes,No,Yes,Standart,Gold,845,6,2,240,10/11/2008,No
3278,4323-ELYYB,Yes,No,No,Yes,No ,Gold,Premium,519,5,0,623,10/7/2008,No
3488,9257-AZMTZ,Yes,No,No,Yes,No ,Premium,Standart,764,5,2,696,10/7/2008,No
4889,4393-RYCRE,Yes,No,Yes,Yes,Yes,Standart,Premium,848,6,1,189,10/5/2008,No
1799,3506-OVLKD,Yes,Yes,No,Yes,No ,Premium,Premium,809,6,3,973,10/4/2008,No
4930,2055-BFOCC,Yes,No,Yes,Yes,Yes,Premium,Premium,849,6,2,768,9/29/2008,No
1902,5777-ZPQNC,Yes,No,No,Yes,No ,Standart,Premium,624,5,3,235,9/28/2008,No
2990,3308-MHOOC,Yes,No,No,Yes,Yes,Gold,Standart,776,5,1,860,9/27/2008,No
1259,5529-GIBVH,Yes,No,No,Yes,No ,Gold,Standart,687,5,0,898,9/26/2008,No
6840,4078-SAYYN,Yes,Yes,No,No,Yes,Standart,Platinum,655,5,1,648,9/22/2008,Yes
2414,7021-XSNYE,No,Yes,Yes,No,Yes,Premium,Standart,672,5,0,609,9/21/2008,No
2860,6963-EZQEE,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,527,7,1,901,9/21/2008,No
4653,3178-CIFOT,Yes,No,No,Yes,Yes,Premium,Premium,696,5,0,223,9/18/2008,No
6084,1468-DEFNC,Yes,Yes,No,Yes,Yes,Premium,Standart,804,6,3,503,9/10/2008,No
1896,3638-VBZTA,Yes,Yes,Yes,Yes,No,Premium,Standart,815,6,2,200,9/7/2008,No
4992,1502-XFCVR,Yes,No,Yes,Yes,Yes,Standart,Premium,736,6,1,863,8/30/2008,Yes
5571,5982-FPVQN,Yes,Yes,No,Yes,Yes,Standart,Gold,847,6,0,840,8/29/2008,No
5194,7096-ZNBZI,Yes,Yes,No,Yes,No ,Premium,Standart,818,6,3,684,8/27/2008,No
5746,3580-GICBM,Yes,Yes,No,Yes,Yes,Gold,Standart,505,6,3,875,8/24/2008,No
5770,3407-JMJQQ,Yes,Yes,Yes,Yes,Yes,Premium,Standart,796,7,0,566,8/22/2008,No
2868,7244-KXYZN,Yes,No,No,Yes,No ,Premium,Premium,698,5,1,803,8/21/2008,No
4743,8544-JNBOX,Yes,No,No,Yes,Yes,Gold,Standart,627,5,1,130,8/20/2008,No
4490,8259-DZLIZ,Yes,Yes,No,Yes,No,Premium,Premium,675,5,3,712,8/18/2008,No
4614,6987-XQSJT,Yes,Yes,No,Yes,No,Standart,Gold,618,5,0,827,8/18/2008,Yes
1972,4425-OWHWB,Yes,No,No,Yes,Yes,Premium,Premium,809,5,3,235,8/17/2008,No
3850,5089-IFSDP,Yes,Yes,Yes,Yes,Yes,Premium,Standart,650,7,1,753,8/15/2008,Yes
841,0727-BMPLR,Yes,Yes,No,No,Yes,Standart,Premium,818,5,0,224,8/14/2008,Yes
3171,7272-QDCKA,Yes,Yes,No,Yes,No,Standart,Premium,739,5,1,844,8/11/2008,No
420,5564-NEMQO,Yes,No,No,No,Yes,Premium,Standart,783,4,1,267,8/10/2008,Yes
1109,9397-TZSHA,Yes,Yes,No,Yes,No ,Premium,Standart,819,6,0,206,8/7/2008,No
771,7706-DZNKK,Yes,No,No,Yes,Yes,Premium,Premium,812,5,4,982,8/6/2008,No
5862,9631-RXVJM,Yes,No,No,Yes,No ,Gold,Standart,674,5,2,590,8/6/2008,No
2525,0784-ZQJZX,Yes,No,No,Yes,No ,Premium,Standart,623,5,1,452,8/5/2008,No
3408,1167-OYZJF,Yes,No,No,Yes,Yes,Premium,Standart,849,5,1,887,8/3/2008,No
2861,2452-KDRRH,Yes,Yes,No,No,Yes,Platinum,Gold,784,5,0,517,8/2/2008,No
7001,0052-YNYOT,Yes,No,No,Yes,No ,Standart,Premium,706,5,3,606,7/30/2008,No
1282,9531-NSBMR,Yes,No,No,Yes,Yes,Premium,Premium,735,5,2,252,7/28/2008,No
255,3675-YDUPJ,Yes,No,No,Yes,Yes,Gold,Standart,796,5,0,228,7/27/2008,No
4321,5324-KTGCG,Yes,No,No,Yes,No ,Standart,Premium,827,5,2,468,7/26/2008,No
2941,6313-GIDIT,No,Yes,No,Yes,Yes,Standart,Gold,673,5,0,601,7/24/2008,Yes
5514,0248-PGHBZ,Yes,No,Yes,Yes,No,Premium,Standart,779,5,2,619,7/24/2008,No
5573,4654-ULTTN,Yes,Yes,Yes,No,Yes,Platinum,Standart,809,6,1,734,7/20/2008,No
1845,1265-HVPZB,Yes,No,Yes,Yes,Yes,Platinum,Premium,795,6,3,252,7/15/2008,No
5835,5055-MGMGF,Yes,Yes,Yes,No,Yes,Standart,Gold,839,6,3,535,7/12/2008,No
5553,6072-NUQCB,Yes,No,No,Yes,No ,Premium,Premium,731,5,3,674,7/5/2008,No
5865,5093-FEGLU,Yes,No,No,Yes,No ,Premium,Standart,603,5,2,999,7/4/2008,No
2020,7694-VLBWQ,Yes,Yes,No,Yes,Yes,Standart,Premium,726,6,2,268,7/3/2008,Yes
